Entry ID,Title,Phase 1,Phase 2,Phase 3,Affiliation,Section,Personnel,Geography,Keywords,Project Area Focus,Project Type,Project Status,Additional Keywords
88,Project 88 Title,True,True,False,Stanford University,"ARTIFICIAL, COLLECTIVE INTELLIGENCE","Insights from the Global South, LGBTQ leadership",UK,"PRACTICE, KNOWLEDGE, ECOLOGY","Sub-Saharan Africa, Oceans, Ice, and Atmosphere","Augmented Reality, Virtual Reality, or other Experience, Image or Drawing","Complete, unpublished","afbuqzp, wwcdzsjvz, oeznwkebk, lhcqcqwq, lrfwisy, qkztig, sadlhn"
89,Project 89 Title,True,True,False,Harvard University,NATURAL,"Under 35 years old, LGBTQ leadership, Student leadership",UK,"MATERIALS, TECHNOLOGY",Caribbean,"Exhibition, Video","Complete, published or exhibited before","vaghujhqx, cxkcmycwfu, xkplrkres, jnvflj, tfdetqg, oljbhszwd, tsjnkzvt"
90,Project 90 Title,True,True,False,Stanford University,"NATURAL INTELLIGENCE, ARTIFICIAL INTELLIGENCE, INTRO",Female leadership,Germany,SCIENCE,"Oceania, Caribbean","Exhibition, Video",Preliminary Proposal,"uanllxu, xpygqi, imlgqx, ikkkt, jruqfl, jmypfotc, ftulrbgku, oejtzy, qmgqql"
91,Project 91 Title,True,True,True,Stanford University,NATURAL INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective",USA,LOGISTICS,"Planetary, Outer Space","Panel or Event, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","rkazxx, kjmwv, sssqe, sfanj"
92,Project 92 Title,True,True,False,Stanford University,"COLLECTIVE, NATURAL, NATURAL INTELLIGENCE","Insights from the Global South, Under 35 years old",India,"EDUCATION, DIGITAL",Outer Space,Other,"Complete, unpublished","fxoxlnlkx, atummvcbzx, bicbg, hpkklwtp, vyhctdpop, nucd, mgtth"
93,Project 93 Title,True,True,True,Stanford University,ARTIFICIAL INTELLIGENCE,"Student leadership, Disability perspective, Under 35 years old",India,"PLANET, CONSTRUCTION, SCIENCE","Europe, Planetary","Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","blyknmg, dwsvg, zxlgf, ekke"
94,Project 94 Title,True,True,False,Stanford University,"OUT, ARTIFICIAL INTELLIGENCE, ARTIFICIAL","Under 35 years old, Insights from the Global South, LGBTQ leadership",Australia,SOLIDARITY,Non-Spatial or Dislocated,"Outdoor Installation, Exhibition",Preliminary Proposal,"qklodnfpv, xzwtuy, vbdqn, tjvyu, kqzxnxc, fdvhswqf, hiyxfp, myhz"
95,Project 95 Title,True,True,False,INDEPENDENT,NATURAL INTELLIGENCE,"Insights from the Global South, LGBTQ leadership",Canada,"SCIENCE, MATERIALS, PUBLIC","Central America, Oceania",Exhibition,"Complete, published or exhibited before","ivdrpxdrkh, qtlo, odjdppbng, hwbxttyzie, jdlanewz, pnzzu, deitj, umshhvnmp, nzmimjgbv"
96,Project 96 Title,True,True,False,Harvard University,"ARTIFICIAL, COLLECTIVE INTELLIGENCE","LGBTQ leadership, Transnational (immigrant, refugee, multicultural) perspective",Australia,"METHOD, URBAN, BIOMIMICRY",Central America,Essay,"Complete, unpublished","kqcbx, gcef, ikznv, rrmfe, gcjsfphk, fsro, dwdkyk"
97,Project 97 Title,True,True,True,Harvard University,COLLECTIVE,"Student leadership, Disability perspective",UK,"BIOMIMICRY, BODY, TERRITORY","Sub-Saharan Africa, South America",Essay,In Progress,"ujep, jhvcyprln, rthda, yktvhsm, fwqxlnq, wxicsx, rxdegarhcs, tjor"
98,Project 98 Title,True,True,False,Stanford University,"ARTIFICIAL INTELLIGENCE, NATURAL","Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Female leadership",China,"CARBON, LOGISTICS, URBAN",Outer Space,Panel or Event,"Complete, unpublished","coaiyso, cpgawt, srskbdls, fpbqkavxoh, vqmvvoskdj, znhoffltev, fyoo, hgiia"
99,Project 99 Title,True,True,True,Stanford University,"NATURAL, ARTIFICIAL INTELLIGENCE, ARTIFICIAL","Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",South Africa,"COMMONS, SOLIDARITY",Oceania,Image or Drawing,"Complete, unpublished","qkgjjm, licupqzghm, zseepoqg, sjdesqjdx, udqihmim, whyyljuw"
100,Project 100 Title,True,True,False,Oxford University,INTRO,"Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Student leadership",USA,"PLANET, COMMONS, TRADITION","Caribbean, North America",Essay,Preliminary Proposal,"ckfpxn, cwmjuusx, abwucp"
101,Project 101 Title,True,True,False,MIT,"ARTIFICIAL, OUT","Insights from the Global South, LGBTQ leadership, Female leadership",South Africa,CARE,Caribbean,"Panel or Event, Exhibition","Complete, unpublished","ojuhhjay, czhoqccya, pvynrac, jitqwv, layat, phdot, anrdajwmo, saaphs, tnjhrzdr"
102,Project 102 Title,True,True,True,Harvard University,"ARTIFICIAL, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",India,KNOWLEDGE,"Oceans, Ice, and Atmosphere",Essay,In Progress,"wxtlc, ubqk, uroowapqju, fhxfmdbk, qpbyqw, ckdcetm, eklw, boqwn, ilthgbtyz"
103,Project 103 Title,True,True,True,Stanford University,"END, INTRO","Under 35 years old, Student leadership",South Africa,LOGISTICS,Central America,"Exhibition, Other",Preliminary Proposal,"bmkegb, lopd, obfjw"
104,Project 104 Title,True,True,False,Oxford University,INTRO,"Student leadership, LGBTQ leadership",Canada,BIOMIMICRY,Oceania,"Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","dtbm, fxlkunpg, fnfhrrhje, czagd, legiqnkr, vakgv, ntfljye, nsccxzzve, amki"
105,Project 105 Title,True,True,True,Harvard University,"NATURAL INTELLIGENCE, ARTIFICIAL INTELLIGENCE, COLLECTIVE INTELLIGENCE",Under 35 years old,Brazil,"BIOMIMICRY, TRADITION, LOGISTICS","Oceans, Ice, and Atmosphere","Augmented Reality, Virtual Reality, or other Experience, Panel or Event",In Progress,"ttdcnf, labow, vdtuqpsy, cdwzzxiw, zqbhfotc, ygotlya, axmncobn, uiwzwgwaz, dfykcn"
106,Project 106 Title,True,True,True,MIT,"ARTIFICIAL INTELLIGENCE, NATURAL","LGBTQ leadership, Transnational (immigrant, refugee, multicultural) perspective",India,TERRITORY,"Central America, North America","Other, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"ebmsxap, sumhzbu, gqtu, udqlicnedz, nngevpbvjx, rxfoz, yqnwwwgjj, bnxzcpw, dbhsm, zjcxextz"
107,Project 107 Title,True,True,False,Harvard University,"ARTIFICIAL, COLLECTIVE, END","LGBTQ leadership, Female leadership",Australia,"COMMONS, BIOMIMICRY, CONSTRUCTION",North America,"Model or Maquette, Other",Preliminary Proposal,"gvkaejcyeg, aielxlhpkd, uayvvskfx, gbxjqva, ubse, yyioryw, iynlvfem, gglg"
108,Project 108 Title,True,True,True,MIT,"INTRO, ARTIFICIAL INTELLIGENCE, COLLECTIVE","Insights from the Global South, Student leadership, Under 35 years old",USA,"CARBON, KNOWLEDGE",Planetary,Video,"Complete, published or exhibited before","mefif, ohrg, utgwkoki, kiidgpkr, elkopvm, eckooq, abeqtbrup, mhjdnl, fdvqdl, zbzpuvgmbf"
109,Project 109 Title,True,True,True,Harvard University,OUT,"Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",Japan,"ECOLOGY, ENERGY","Caribbean, Asia","Essay, Panel or Event",Preliminary Proposal,"unpzmqlqx, nuyyvrddzb, zdxhr, jkyhsoz, ejopsucez, hmsa, cknhbbq, yudrtxleq, ahtfnneet"
110,Project 110 Title,True,True,True,INDEPENDENT,"COLLECTIVE, OUT","Insights from the Global South, Female leadership",Brazil,SCIENCE,Central America,Essay,In Progress,"zlhyxoqrdj, zwlbpvffof, ktqbmk, pzqshenojz, oweprt, wsrvga, bnqzi"
111,Project 111 Title,True,True,False,Harvard University,"INTRO, ARTIFICIAL INTELLIGENCE, END","Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",South Africa,COMMONS,"Caribbean, Planetary","Model or Maquette, Image or Drawing","Complete, published or exhibited before","hrcj, tmlsq, kqpevwt, puqdsbsjg, kdilm"
112,Project 112 Title,True,True,False,Oxford University,"NATURAL INTELLIGENCE, OUT, INTRO","Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership, Disability perspective",USA,"MATERIALS, URBAN, PRACTICE",Caribbean,"Model or Maquette, Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","rhlwxqefi, itjphspuwt, baoe, oczd, uiwpye, fcvqm, lqdihjl, fvztk, bblhbula"
113,Project 113 Title,True,True,True,Stanford University,"COLLECTIVE INTELLIGENCE, END, NATURAL INTELLIGENCE","Student leadership, Insights from the Global South",Australia,"PUBLIC, BIOMIMICRY, BODY","Asia, Caribbean",Exhibition,Preliminary Proposal,"bvnvtgxqia, ojawftoevk, tiyd, xyhlsev, uect, qmzc, gixe"
114,Project 114 Title,True,True,False,MIT,INTRO,Insights from the Global South,South Africa,"ECOLOGY, COMMONS, LABOR",Non-Spatial or Dislocated,"Essay, Panel or Event","Complete, unpublished","zyedk, cfxwh, snnpsftpto, doketu, bqdlqzxdw, bknlwjbey, puxfmpdl, ysci, enoatge, kzvaqrm"
115,Project 115 Title,True,True,True,Oxford University,"INTRO, NATURAL INTELLIGENCE, ARTIFICIAL INTELLIGENCE","Disability perspective, LGBTQ leadership",Germany,"COMMONS, TRADITION",Oceania,"Panel or Event, Other",In Progress,"glyg, fnyhhp, dpwrji"
116,Project 116 Title,True,True,True,Harvard University,"NATURAL, ARTIFICIAL INTELLIGENCE, ARTIFICIAL",Disability perspective,South Africa,"URBAN, MATERIALS","Middle East and North Africa, North America","Augmented Reality, Virtual Reality, or other Experience",In Progress,"fentmqucq, nyehx, jwva, sobwixn"
117,Project 117 Title,True,True,False,Oxford University,COLLECTIVE INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective",China,"JUSTICE, ENERGY","Oceans, Ice, and Atmosphere","Model or Maquette, Image or Drawing",Preliminary Proposal,"lmopqlusp, xyipq, toygh, uhjvwbc, tgvqgmpcby, bcndtreo, twysbinqh"
118,Project 118 Title,True,True,False,Stanford University,"ARTIFICIAL INTELLIGENCE, END",Student leadership,USA,"BODY, CONSTRUCTION, COMMONS","Caribbean, Planetary","Essay, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"aizyfpuj, wjoo, lhing, ianrvbjh, cpoi, zvpylbw, ypqag"
119,Project 119 Title,True,True,True,INDEPENDENT,"OUT, COLLECTIVE","Female leadership, Student leadership, Insights from the Global South",UK,"METHOD, TERRITORY, ECOLOGY",Europe,Panel or Event,In Progress,"ietyzii, edsocptd, cjbn, gtzwzgwzau, esmpq, lnoixgra"
120,Project 120 Title,True,True,True,Harvard University,"NATURAL INTELLIGENCE, COLLECTIVE INTELLIGENCE","Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",USA,PRACTICE,"Oceans, Ice, and Atmosphere, Asia","Image or Drawing, Essay","Complete, published or exhibited before","mmnkgch, fdrvrqtwt, uoerl, oaynds"
121,Project 121 Title,True,True,False,INDEPENDENT,INTRO,"Student leadership, Disability perspective, Transnational (immigrant, refugee, multicultural) perspective",Canada,"TECHNOLOGY, BODY","Middle East and North Africa, South America","Image or Drawing, Model or Maquette",Preliminary Proposal,"cjsblzvo, uebm, ukvi, qkuljbrhzy, hhvgxmf, xkmp, klmescmyb"
122,Project 122 Title,True,True,False,INDEPENDENT,"OUT, NATURAL, INTRO","Insights from the Global South, Under 35 years old, Female leadership",Canada,"SCIENCE, CARE, TECHNOLOGY",Non-Spatial or Dislocated,Panel or Event,"Complete, unpublished","wfofbwbjh, tjiexby, afph, cupugznckc, hrxwtevm, oirz, iccbnew"
123,Project 123 Title,True,True,True,Oxford University,"ARTIFICIAL INTELLIGENCE, COLLECTIVE",Under 35 years old,India,CONSTRUCTION,"Asia, Middle East and North Africa",Exhibition,"Complete, published or exhibited before","vlpgup, nfjfp, pdlrp"
124,Project 124 Title,True,True,False,Harvard University,"NATURAL, COLLECTIVE INTELLIGENCE, ARTIFICIAL INTELLIGENCE","Under 35 years old, Student leadership",USA,"PUBLIC, PRACTICE, METHOD",Central America,"Video, Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","qdfjnjy, rmajo, lkoosqpkdd, elkszffzim, ogwm, joibpwsme"
125,Project 125 Title,True,True,False,Oxford University,"OUT, NATURAL INTELLIGENCE","LGBTQ leadership, Female leadership, Transnational (immigrant, refugee, multicultural) perspective",South Africa,"ENERGY, JUSTICE",Caribbean,Video,In Progress,"wnsuil, gqorfoswed, bsghea, wydxnypzo, qjss, bdidgwtg, ffcfsysrxs, qwmdtxcw, tgmu"
126,Project 126 Title,True,True,True,Stanford University,END,"Under 35 years old, Female leadership, Insights from the Global South",UK,"URBAN, LABOR",Europe,"Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"ehhum, asqtgnc, qgeyqmgwy, opqwx, exydyhm, qlmfsedgqh, xisqn, hukdhnsh, otbdmiamga"
127,Project 127 Title,True,True,True,INDEPENDENT,"ARTIFICIAL INTELLIGENCE, COLLECTIVE INTELLIGENCE","LGBTQ leadership, Under 35 years old",Japan,"TRADITION, BIOMIMICRY, COMMONS","Europe, Central America",Image or Drawing,"Complete, published or exhibited before","plbluwvp, aafjca, opzm, wjwvjlj, ffatlmj, dezjmxqokx"
128,Project 128 Title,True,True,False,MIT,INTRO,"Transnational (immigrant, refugee, multicultural) perspective, Female leadership",USA,ECOLOGY,"Caribbean, Oceania",Panel or Event,In Progress,"kamjyoa, ltyebe, cgwhld"
129,Project 129 Title,True,True,False,INDEPENDENT,"OUT, COLLECTIVE INTELLIGENCE, ARTIFICIAL","Under 35 years old, Disability perspective",Japan,"JUSTICE, PUBLIC, LABOR","Middle East and North Africa, Sub-Saharan Africa","Video, Augmented Reality, Virtual Reality, or other Experience",In Progress,"czazy, icitd, scpa"
130,Project 130 Title,True,True,True,MIT,"ARTIFICIAL INTELLIGENCE, ARTIFICIAL","Disability perspective, LGBTQ leadership",USA,DIGITAL,"Non-Spatial or Dislocated, Caribbean","Model or Maquette, Essay","Complete, published or exhibited before","drod, gixahw, vomhc, xleno, ivifbeykvb, dtjnwj, ihope, kkxxgn, bieosnt"
131,Project 131 Title,True,True,True,Stanford University,"COLLECTIVE INTELLIGENCE, ARTIFICIAL INTELLIGENCE, INTRO","Disability perspective, Female leadership",India,"BIOMIMICRY, MATERIALS",Non-Spatial or Dislocated,Essay,"Complete, unpublished","tzctimspem, mohkt, mrmo, cekilx, yjncma, kjtlaje, khocpsiv"
132,Project 132 Title,True,True,True,Oxford University,"NATURAL, COLLECTIVE, ARTIFICIAL INTELLIGENCE","Student leadership, Transnational (immigrant, refugee, multicultural) perspective, Female leadership",Canada,"PRACTICE, KNOWLEDGE, CONSTRUCTION",Middle East and North Africa,Other,"Complete, published or exhibited before","odgtdn, lqck, kkrxoud, zsusp, myytvecwr"
133,Project 133 Title,True,True,True,MIT,"COLLECTIVE, NATURAL, END","Under 35 years old, Female leadership, Transnational (immigrant, refugee, multicultural) perspective",Japan,SCIENCE,"Oceans, Ice, and Atmosphere",Other,Preliminary Proposal,"rtlqwszuh, pujbb, cpivcguku, brrqzb, isrprtxue, ukzciutcv"
134,Project 134 Title,True,True,True,INDEPENDENT,NATURAL,Under 35 years old,USA,TERRITORY,"Non-Spatial or Dislocated, Asia","Other, Essay",In Progress,"xlvuzpro, sdeqhafvbl, yihrmfbrty, zuomyo, lljztpnww, qamp, wetuinlw, jiezjqxq, nkwr, zaolppttw"
135,Project 135 Title,True,True,True,MIT,ARTIFICIAL INTELLIGENCE,"LGBTQ leadership, Under 35 years old",USA,"LOGISTICS, CARBON",Asia,"Augmented Reality, Virtual Reality, or other Experience, Other","Complete, published or exhibited before","byexbeoe, iyuecpmrdy, zyign, pcgb, qycyhlw, zeslliy, xufiq"
136,Project 136 Title,True,True,True,Oxford University,"INTRO, NATURAL INTELLIGENCE, OUT","Transnational (immigrant, refugee, multicultural) perspective",UK,BIOMIMICRY,Planetary,Outdoor Installation,"Complete, published or exhibited before","tdhcg, zzylsvjf, ymkcehruna, xdykzby, wnjdupei, jwddygya"
137,Project 137 Title,True,True,True,Oxford University,ARTIFICIAL,LGBTQ leadership,Canada,"PUBLIC, KNOWLEDGE, MATERIALS","Middle East and North Africa, Planetary","Exhibition, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","qiwcfpszx, odvj, tprtimbogb, vjxojn, cikordzqqe, lwwolbwf"
138,Project 138 Title,True,True,True,MIT,NATURAL INTELLIGENCE,Female leadership,USA,LOGISTICS,Middle East and North Africa,"Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"tqfajjp, xfgixhid, wjhsbdpf, ieatrhgoo, fqdgd, flix, vznwobq, nriksfpo, riymnaqoy"
139,Project 139 Title,True,True,True,INDEPENDENT,"NATURAL, COLLECTIVE","LGBTQ leadership, Female leadership",UK,CARBON,"Middle East and North Africa, Outer Space","Image or Drawing, Outdoor Installation","Complete, unpublished","vlhkdqft, ovurjr, wfidtyad, ikqn"
140,Project 140 Title,True,True,True,INDEPENDENT,COLLECTIVE,Insights from the Global South,USA,"URBAN, BIOMIMICRY, TRADITION",North America,"Image or Drawing, Exhibition","Complete, unpublished","lfysrq, rdlxipxc, egbdkxn, eddzxmrvrz"
141,Project 141 Title,True,True,False,MIT,"INTRO, COLLECTIVE INTELLIGENCE, ARTIFICIAL INTELLIGENCE","Student leadership, Disability perspective, LGBTQ leadership",USA,"LABOR, CARBON, SCIENCE","Oceania, South America","Outdoor Installation, Model or Maquette","Complete, published or exhibited before","cxccm, qxbhl, skjruaqlh, knck, wcgynscwn, whsxlnerw, xuhcm, onvjugrgwb, wpwtft, dixtdaoj"
142,Project 142 Title,True,True,False,INDEPENDENT,"END, COLLECTIVE, OUT","Transnational (immigrant, refugee, multicultural) perspective, Student leadership, Under 35 years old",India,KNOWLEDGE,"Oceans, Ice, and Atmosphere",Other,"Complete, unpublished","xqwkzrto, kmovms, bppk"
143,Project 143 Title,True,True,True,Harvard University,"END, ARTIFICIAL INTELLIGENCE, INTRO",Female leadership,Canada,"TRADITION, PLANET","Central America, South America",Video,"Complete, unpublished","yyqfk, bjeocz, kfek, voyn, sgnfeae, rueblr, zyjxosecu, dvuwym, xjcpmqd"
144,Project 144 Title,True,True,True,Oxford University,"COLLECTIVE, END, ARTIFICIAL",Female leadership,China,"ENERGY, METHOD, LABOR",Europe,"Augmented Reality, Virtual Reality, or other Experience, Panel or Event",In Progress,"isej, mesat, ryvoccj"
145,Project 145 Title,True,True,False,MIT,END,"Student leadership, Under 35 years old, Insights from the Global South",Canada,"BODY, MATERIALS, SCIENCE",Caribbean,Panel or Event,Preliminary Proposal,"boscbhx, uqbsmoudo, bdffgaryd, jhxjatm"
146,Project 146 Title,True,True,True,MIT,NATURAL,"Female leadership, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",Canada,"ECOLOGY, CARE, LOGISTICS","Sub-Saharan Africa, North America",Video,In Progress,"tnzvjxfqyr, czucxss, hdizc, jwetqeavqf, ouvfaxtafo, uuxavyhhvb, nwto, uuhya, huly, zyhxj"
147,Project 147 Title,True,True,True,Oxford University,"INTRO, COLLECTIVE, NATURAL",Female leadership,Brazil,PLANET,"Asia, Europe","Panel or Event, Model or Maquette",Preliminary Proposal,"dmhz, llcum, vdryh, huujzs, nugsx, nbrgwiyius, mcekaxi, eldx, fnmwnio, dilriw"
148,Project 148 Title,True,True,False,Oxford University,NATURAL,"Disability perspective, Student leadership",South Africa,"CONSTRUCTION, CARE, SCIENCE","Caribbean, Europe","Exhibition, Model or Maquette",In Progress,"jbaznz, atia, ghtwq, shggskli, swgxrpndkn, vwpvfk, asgmrkgys, cfxbf, ngzglvoi"
149,Project 149 Title,True,True,False,INDEPENDENT,"ARTIFICIAL INTELLIGENCE, INTRO","Transnational (immigrant, refugee, multicultural) perspective, Female leadership",South Africa,ENERGY,Oceania,Video,In Progress,"qpss, fofkwc, cxun, brrmehpiwy, oxsynzcpkt, fxuknu, vgmgxzfui, hiklvt, imlbywira"
